2024-06-17 11:01:39,019 [INFO]  starting up 24-06-17-1101_P1-test at 3.1202964166295715
2024-06-17 11:01:39,039 [INFO]  git SHA: dc6e0c15150cc2db1667ec15431faef8e3cd16d2
2024-06-17 11:01:39,039 [INFO]  Configuration file: config/m2/1.json
2024-06-17 11:01:39,040 [INFO]  parameters {'reward_info': {'-4': {'desc': 'pattern_1', 'image': 'images[0]'}, '-3': {'desc': 'pattern_2', 'image': 'images[1]'}, '-2': {'desc': 'pattern_3', 'image': 'images[2]'}, '-1': {'desc': 'pattern_4', 'image': 'images[3]'}, '0': {'desc': 'pattern_5', 'image': 'images[4]'}, '1': {'desc': 'pattern_6', 'image': 'images[5]'}, '2': {'desc': 'pattern_7', 'image': 'images[6]'}, '3': {'desc': 'pattern_8', 'image': 'images[7]'}, '4': {'desc': 'pattern_9', 'image': 'images[8]'}}, 'images': ['pattern_1.png', 'pattern_2.png', 'pattern_3.png', 'pattern_4.png', 'pattern_5.png', 'pattern_6.png', 'pattern_7.png', 'pattern_8.png', 'pattern_9.png'], 'points_per_cent': 1, 'revealed': True, 'layout': [[0.0, 0.5], [-0.27032040872779883, 0.4206267664155905], [-0.4548159976772592, 0.20770750650094316], [-0.4949107209404664, -0.07115741913664247], [-0.3778747871771292, -0.3274303669726425], [-0.14086627842071486, -0.4797464868072487], [0.14086627842071464, -0.47974648680724874], [0.37787478717712886, -0.32743036697264283], [0.4949107209404664, -0.07115741913664264], [0.4548159976772592, 0.20770750650094305], [0.27032040872779883, 0.4206267664155906]]}
2024-06-17 11:01:40,219 [INFO]  begin intro
2024-06-17 11:01:40,220 [DEBUG]  message: Welcome! (None)
2024-06-17 11:01:40,879 [INFO]  begin trial {"kind": "GraphTrial", "graph": [[1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [], [], []], "rewards": [null, null, null, null, null, null, null, null, null, null, null], "reward_info": {"-4": {"desc": "pattern_1", "image": "images[0]"}, "-3": {"desc": "pattern_2", "image": "images[1]"}, "-2": {"desc": "pattern_3", "image": "images[2]"}, "-1": {"desc": "pattern_4", "image": "images[3]"}, "0": {"desc": "pattern_5", "image": "images[4]"}, "1": {"desc": "pattern_6", "image": "images[5]"}, "2": {"desc": "pattern_7", "image": "images[6]"}, "3": {"desc": "pattern_8", "image": "images[7]"}, "4": {"desc": "pattern_9", "image": "images[8]"}}, "initial_stage": "acting", "hide_states": false, "hide_rewards_while_acting": false, "hide_edges_while_acting": false, "gaze_contingent": false, "gaze_tolerance": 1.5, "fixation_lag": 0.5, "start": 0}
2024-06-17 11:01:40,879 [DEBUG]  GraphTrial.log 4.981 show graph 
2024-06-17 11:01:40,928 [DEBUG]  message: In this experiment, you will play a game on the board shown to the right. (None)
2024-06-17 11:01:41,389 [DEBUG]  GraphTrial.log 5.490 visit state = 0
2024-06-17 11:01:41,389 [DEBUG]  message: Your current location on the board is highlighted in blue. (None)
2024-06-17 11:01:42,055 [DEBUG]  message: The goal of the game is to collect as many points as you can. (None)
2024-06-17 11:01:42,559 [DEBUG]  message: Before we start, let's learn all the buttons you need in this game .  (None)
2024-06-17 11:01:43,084 [DEBUG]  message: Key F should be under your left index finger which you can switch the line you select.  (Press Key F to continue)
2024-06-17 11:01:44,976 [DEBUG]  message: Key J should be under your right index finger which to confirm your choice.  (Press Key J to continue)
2024-06-17 11:01:45,739 [DEBUG]  message: Now, let's try to play one roundPress Key F and Key J to move.  (None)
2024-06-17 11:01:45,748 [DEBUG]  GraphTrial.log 9.850 begin space 
2024-06-17 11:01:46,534 [DEBUG]  GraphTrial.log 10.636 initialize status = ok
2024-06-17 11:01:46,534 [DEBUG]  GraphTrial.log 10.636 show graph 
2024-06-17 11:01:46,538 [DEBUG]  GraphTrial.log 10.640 start flip_time = 10.63972662499873
2024-06-17 11:01:46,538 [DEBUG]  GraphTrial.log 10.640 start acting 
2024-06-17 11:01:46,545 [DEBUG]  GraphTrial.log 10.647 get move selected = 3
2024-06-17 11:01:46,910 [DEBUG]  GraphTrial.log 11.012 switch selected = 1
2024-06-17 11:01:47,298 [DEBUG]  GraphTrial.log 11.400 select selected = 1
2024-06-17 11:01:47,298 [DEBUG]  GraphTrial.log 11.400 visit state = 1
2024-06-17 11:01:47,300 [INFO]  begin intro_main
2024-06-17 11:01:47,300 [DEBUG]  message: Alright! We're ready to begin the main phase of the experiment. (None)
2024-06-17 11:01:48,275 [DEBUG]  message: But first, you might be asking "What's in it for me?" ...Well, we thought of that! (None)
2024-06-17 11:01:48,859 [DEBUG]  message: Unlike other experiments you might have done, we don't have a fixed number of rounds. (None)
2024-06-17 11:01:49,669 [DEBUG]  message: Instead, you will do as as many rounds as it takes to earn 400 points. (None)
2024-06-17 11:01:52,355 [DEBUG]  message: To finish the study as quickly as possible, you'll have to balance making fast choices and selecting the best possible path. (None)
2024-06-17 11:01:53,524 [DEBUG]  message: Good luck! (None)
2024-06-17 11:01:54,022 [INFO]  begin run_main
2024-06-17 11:01:54,022 [INFO]  Trial 1 of 200
