2024-06-17 11:25:07,370 [INFO]  starting up 24-06-17-1125_P1-test at 1.5276436667190865
2024-06-17 11:25:07,391 [INFO]  git SHA: dc6e0c15150cc2db1667ec15431faef8e3cd16d2
2024-06-17 11:25:07,391 [INFO]  Configuration file: config/m2/1.json
2024-06-17 11:25:07,392 [INFO]  parameters {'reward_info': {'-4': {'desc': 'pattern_1', 'image': 'images[0]'}, '-3': {'desc': 'pattern_2', 'image': 'images[1]'}, '-2': {'desc': 'pattern_3', 'image': 'images[2]'}, '-1': {'desc': 'pattern_4', 'image': 'images[3]'}, '0': {'desc': 'pattern_5', 'image': 'images[4]'}, '1': {'desc': 'pattern_6', 'image': 'images[5]'}, '2': {'desc': 'pattern_7', 'image': 'images[6]'}, '3': {'desc': 'pattern_8', 'image': 'images[7]'}, '4': {'desc': 'pattern_9', 'image': 'images[8]'}}, 'images': ['pattern_1.png', 'pattern_2.png', 'pattern_3.png', 'pattern_4.png', 'pattern_5.png', 'pattern_6.png', 'pattern_7.png', 'pattern_8.png', 'pattern_9.png'], 'points_per_cent': 1, 'revealed': True, 'layout': [[0.0, 0.5], [-0.27032040872779883, 0.4206267664155905], [-0.4548159976772592, 0.20770750650094316], [-0.4949107209404664, -0.07115741913664247], [-0.3778747871771292, -0.3274303669726425], [-0.14086627842071486, -0.4797464868072487], [0.14086627842071464, -0.47974648680724874], [0.37787478717712886, -0.32743036697264283], [0.4949107209404664, -0.07115741913664264], [0.4548159976772592, 0.20770750650094305], [0.27032040872779883, 0.4206267664155906]]}
2024-06-17 11:25:08,588 [INFO]  begin intro
2024-06-17 11:25:08,588 [DEBUG]  message: Welcome! (None)
2024-06-17 11:25:08,980 [INFO]  begin trial {"kind": "GraphTrial", "graph": [[1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [], [], []], "rewards": [null, null, null, null, null, null, null, null, null, null, null], "reward_info": {"-4": {"desc": "pattern_1", "image": "images[0]"}, "-3": {"desc": "pattern_2", "image": "images[1]"}, "-2": {"desc": "pattern_3", "image": "images[2]"}, "-1": {"desc": "pattern_4", "image": "images[3]"}, "0": {"desc": "pattern_5", "image": "images[4]"}, "1": {"desc": "pattern_6", "image": "images[5]"}, "2": {"desc": "pattern_7", "image": "images[6]"}, "3": {"desc": "pattern_8", "image": "images[7]"}, "4": {"desc": "pattern_9", "image": "images[8]"}}, "initial_stage": "acting", "hide_states": false, "hide_rewards_while_acting": false, "hide_edges_while_acting": false, "gaze_contingent": false, "gaze_tolerance": 1.5, "fixation_lag": 0.5, "start": 0}
2024-06-17 11:25:08,981 [DEBUG]  GraphTrial.log 3.138 show graph 
2024-06-17 11:25:09,030 [DEBUG]  message: In this experiment, you will play a game on the board shown to the right. (None)
2024-06-17 11:25:09,158 [DEBUG]  GraphTrial.log 3.316 visit state = 0
2024-06-17 11:25:09,158 [DEBUG]  message: Your current location on the board is highlighted in blue. (None)
2024-06-17 11:25:09,320 [DEBUG]  message: The goal of the game is to collect as many points as you can. (None)
2024-06-17 11:25:09,470 [DEBUG]  message: Before we start, let's learn all the buttons you need in this game .  (None)
2024-06-17 11:25:09,727 [DEBUG]  message: Key F should be under your left index finger which you can switch the line you select.  (Press Key F to continue)
2024-06-17 11:25:11,886 [DEBUG]  message: Key J should be under your right index finger which to confirm your choice.  (Press Key J to continue)
2024-06-17 11:25:12,666 [DEBUG]  message: Now, let's try to play one roundPress Key F and Key J to move.  (None)
2024-06-17 11:25:12,672 [DEBUG]  GraphTrial.log 6.830 begin space 
2024-06-17 11:25:13,401 [DEBUG]  GraphTrial.log 7.558 initialize status = ok
2024-06-17 11:25:13,401 [DEBUG]  GraphTrial.log 7.558 show graph 
2024-06-17 11:25:13,404 [DEBUG]  GraphTrial.log 7.562 start flip_time = 7.561824083328247
2024-06-17 11:25:13,404 [DEBUG]  GraphTrial.log 7.562 start acting 
2024-06-17 11:25:13,411 [DEBUG]  GraphTrial.log 7.569 get move selected = 1
2024-06-17 11:25:13,837 [DEBUG]  GraphTrial.log 7.994 switch selected = 3
2024-06-17 11:25:14,106 [DEBUG]  GraphTrial.log 8.263 select selected = 3
2024-06-17 11:25:14,106 [DEBUG]  GraphTrial.log 8.263 visit state = 3
2024-06-17 11:25:14,107 [INFO]  begin intro_reward
2024-06-17 11:25:14,107 [INFO]  begin trial {"kind": "GraphTrial", "graph": [], "rewards": [1, 2, 3, 4, -1, -2, -3, -4, 0, 0, 0], "reward_info": {"-4": {"desc": "pattern_1", "image": "images[0]"}, "-3": {"desc": "pattern_2", "image": "images[1]"}, "-2": {"desc": "pattern_3", "image": "images[2]"}, "-1": {"desc": "pattern_4", "image": "images[3]"}, "0": {"desc": "pattern_5", "image": "images[4]"}, "1": {"desc": "pattern_6", "image": "images[5]"}, "2": {"desc": "pattern_7", "image": "images[6]"}, "3": {"desc": "pattern_8", "image": "images[7]"}, "4": {"desc": "pattern_9", "image": "images[8]"}}, "initial_stage": "acting", "hide_states": false, "hide_rewards_while_acting": false, "hide_edges_while_acting": false, "gaze_contingent": false, "gaze_tolerance": 1.5, "fixation_lag": 0.5, "start": 0}
2024-06-17 11:25:14,107 [DEBUG]  GraphTrial.log 8.264 show graph 
2024-06-17 11:25:14,114 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,114 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,123 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,123 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,131 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,131 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,139 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,139 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,151 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,151 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,160 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,160 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,168 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,168 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,176 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,176 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,188 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,188 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,197 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,197 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,205 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,205 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,213 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,213 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,225 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,226 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,235 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,235 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,243 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,243 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,251 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,251 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,263 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,263 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,272 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,272 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,279 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,279 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,287 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,287 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,298 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,298 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,306 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,306 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,314 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,314 [DEBUG]  STREAM b'IDAT' 41 65536
2024-06-17 11:25:14,321 [DEBUG]  STREAM b'IHDR' 16 13
2024-06-17 11:25:14,321 [DEBUG]  STREAM b'IDAT' 41 65536
